property_name,bhk,sale_price,rent_price,area_sqft,price_per_sqft,micro_market,city,source,listing_url,gross_rental_yield,source_count,affordability_index
Kolte Patil Premia,3 BHK,16983585,53396,1666,10479,Kharadi,Pune,Housing.com,https://housing.com/buy/254263,3.77,1,92.95
Panchshil Bliss,3 BHK,12514608,30458,1276,9579,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/6458738,2.92,1,84.97
Godrej Phase 2,1 BHK,5523977,18602,465,11820,Kharadi,Pune,Housing.com,https://housing.com/buy/359249,4.04,1,104.84
Rohan Phase 3,2 BHK,13896734,36562,1122,12546,Kharadi,Pune,99acres,https://www.99acres.com/property/5169839,3.16,2,111.28
Rohan Phase 3,2 BHK,13896734,36562,1122,12546,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/2795698,3.16,2,111.28
Rohan Residency,1 BHK,5627638,14484,557,10307,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/2707733,3.09,3,91.42
Rohan Residency,1 BHK,5627638,14484,557,10307,Kharadi,Pune,Housing.com,https://housing.com/buy/4197997,3.09,3,91.42
Rohan Residency,1 BHK,5627638,14484,557,10307,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/893972,3.09,3,91.42
VTP Heights,2 BHK,14498651,41784,1124,12593,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/149259,3.46,1,111.7
Kolte Patil Towers,1 BHK,7569613,24617,634,12334,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/2452483,3.9,1,109.4
Nyati Bliss,3 BHK,16736487,36793,1418,11591,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/506844,2.64,2,102.81
Nyati Bliss,3 BHK,16736487,36793,1418,11591,Kharadi,Pune,Housing.com,https://housing.com/buy/4846205,2.64,2,102.81
Marvel City,2 BHK,11456414,37250,1028,11623,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/1174569,3.9,1,103.1
Nyati Heights,3 BHK,18429954,43639,1378,12830,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/2953360,2.84,1,113.8
Marvel Phase 1,3 BHK,11886787,41952,1157,10404,Kharadi,Pune,Housing.com,https://housing.com/buy/9997166,4.24,1,92.28
Majestique Exotica,2 BHK,12454410,45326,998,12164,Kharadi,Pune,Housing.com,https://housing.com/buy/3305848,4.37,1,107.89
Marvel Phase 2,2 BHK,14094510,51799,1072,13109,Kharadi,Pune,99acres,https://www.99acres.com/property/2253066,4.41,1,116.28
Panchshil Skyline,3 BHK,19676030,68942,1635,11873,Kharadi,Pune,Housing.com,https://housing.com/buy/1915809,4.2,1,105.31
Pristine Meadows,2 BHK,12144322,30860,975,11974,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/6621565,3.05,1,106.21
Majestique Gardens,4 BHK,40641564,143152,3288,12373,Kharadi,Pune,99acres,https://www.99acres.com/property/5711774,4.23,1,109.75
Shapoorji Habitat,2 BHK,10255031,23106,871,12088,Kharadi,Pune,Housing.com,https://housing.com/buy/3048608,2.7,1,107.22
Majestique Luxuria,1 BHK,6266450,16225,559,11657,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/3281406,3.11,1,103.4
Majestique Enclave,1 BHK,7070762,16417,619,11669,Kharadi,Pune,Housing.com,https://housing.com/buy/9641857,2.79,1,103.5
Marvel Grandeur,2 BHK,13556352,43446,1107,11851,Kharadi,Pune,99acres,https://www.99acres.com/property/4010610,3.85,2,105.12
Marvel Grandeur,2 BHK,13556352,43446,1107,11851,Kharadi,Pune,Housing.com,https://housing.com/buy/7000844,3.85,2,105.12
Marvel Gardens,2 BHK,14025375,43684,1173,11397,Kharadi,Pune,99acres,https://www.99acres.com/property/3429297,3.74,1,101.09
Rohan Palava,1 BHK,7073545,17330,647,10595,Kharadi,Pune,99acres,https://www.99acres.com/property/6998234,2.94,3,93.98
Rohan Palava,1 BHK,7073545,17330,647,10595,Kharadi,Pune,Housing.com,https://housing.com/buy/829543,2.94,3,93.98
Rohan Palava,1 BHK,7073545,17330,647,10595,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/241464,2.94,3,93.98
Rohan Boulevard,3 BHK,20590048,64212,1873,11528,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/6352102,3.74,1,102.25
Marvel Regent,4 BHK,31018876,71549,2850,11347,Kharadi,Pune,Housing.com,https://housing.com/buy/1868920,2.77,1,100.65
VTP Emerald,1 BHK,5500403,20595,509,10932,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/6565298,4.49,2,96.97
VTP Emerald,1 BHK,5500403,20595,509,10932,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/5663326,4.49,2,96.97
Majestique Riviera,1 BHK,6431151,22261,568,10884,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/9929232,4.15,1,96.54
Marvel Emerald,3 BHK,10582826,22596,1104,9870,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/469522,2.56,1,87.55
Kohinoor Sapphire,4 BHK,26401731,83474,2102,12916,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/9023054,3.79,2,114.56
Kohinoor Sapphire,4 BHK,26401731,83474,2102,12916,Kharadi,Pune,Housing.com,https://housing.com/buy/8077988,3.79,2,114.56
Panchshil Emerald,4 BHK,37408546,100414,3226,11998,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/7129325,3.22,1,106.42
Panchshil Panorama,2 BHK,13702118,40357,1186,11342,Kharadi,Pune,Housing.com,https://housing.com/buy/4413262,3.53,1,100.6
Rohan Luxuria,3 BHK,20287395,60380,1779,11478,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/2123675,3.57,1,101.81
Pharande Luxuria,4 BHK,30868725,98821,2625,11365,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/2148800,3.84,1,100.81
Lodha Crown,1 BHK,6952538,19296,649,10609,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/7901094,3.33,1,94.1
Rohan Gardens,1 BHK,6216447,18171,509,12383,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/8208918,3.51,1,109.84
VTP Megapolis,2 BHK,10855214,38541,905,11862,Kharadi,Pune,99acres,https://www.99acres.com/property/274623,4.26,1,105.22
Majestique Sapphire,4 BHK,32641449,105704,3096,10916,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/4230334,3.89,2,96.82
Majestique Sapphire,4 BHK,32641449,105704,3096,10916,Kharadi,Pune,99acres,https://www.99acres.com/property/2769025,3.89,2,96.82
Rohan Paradise,3 BHK,17489605,40680,1603,11066,Kharadi,Pune,99acres,https://www.99acres.com/property/3469904,2.79,1,98.16
Pristine Megapolis,4 BHK,19586210,60597,1973,10066,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/2998191,3.71,2,89.29
Pristine Megapolis,4 BHK,19586210,60597,1973,10066,Kharadi,Pune,Housing.com,https://housing.com/buy/8967313,3.71,2,89.29
Nyati Bliss,3 BHK,16848228,36156,1645,9901,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/6707805,2.58,1,87.82
Pharande Emerald,4 BHK,24723128,52364,2686,9685,Kharadi,Pune,99acres,https://www.99acres.com/property/4498398,2.54,1,85.91
Rohan Pinnacle,3 BHK,15801590,38876,1481,11181,Kharadi,Pune,99acres,https://www.99acres.com/property/3315180,2.95,1,99.18
Marvel Emerald,2 BHK,12580659,27091,1174,10561,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/8882122,2.58,1,93.68
Kohinoor Vista,3 BHK,18107933,54577,1635,10563,Kharadi,Pune,99acres,https://www.99acres.com/property/7575241,3.62,2,93.69
Kohinoor Vista,3 BHK,18107933,54577,1635,10563,Kharadi,Pune,Housing.com,https://housing.com/buy/5001696,3.62,2,93.69
Panchshil Megapolis,2 BHK,9662815,20940,1061,9413,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/1267433,2.6,1,83.49
Kolte Patil Meadows,2 BHK,10242908,37268,795,13127,Kharadi,Pune,Housing.com,https://housing.com/buy/9872861,4.37,1,116.44
Paranjape Lakeside,3 BHK,16522200,59419,1475,11778,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/4125245,4.32,1,104.47
VTP Lakeside,3 BHK,11023244,30620,1049,10988,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/4870624,3.33,1,97.46
Kumar Enclave,4 BHK,28604650,104777,2369,11773,Kharadi,Pune,99acres,https://www.99acres.com/property/503185,4.4,1,104.43
VTP Phase 2,1 BHK,6102967,15323,502,11767,Kharadi,Pune,Housing.com,https://housing.com/buy/2348286,3.01,1,104.37
Shapoorji Palava,1 BHK,4612590,11688,401,11506,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/8194304,3.04,1,102.06
Kohinoor Haven,1 BHK,7104698,15374,612,11633,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/2463355,2.6,1,103.18
Kohinoor Greens,4 BHK,31237899,108258,2479,12321,Kharadi,Pune,99acres,https://www.99acres.com/property/3347537,4.16,1,109.29
VTP Regent,4 BHK,23390428,78232,2418,9757,Kharadi,Pune,Housing.com,https://housing.com/buy/4332335,4.01,1,86.54
Paranjape Vista,2 BHK,7572861,24362,669,11451,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/4231892,3.86,1,101.57
Paranjape Springs,3 BHK,21867584,56547,1808,11739,Kharadi,Pune,99acres,https://www.99acres.com/property/2671678,3.1,3,104.12
Paranjape Springs,3 BHK,21867584,56547,1808,11739,Kharadi,Pune,Housing.com,https://housing.com/buy/1254241,3.1,3,104.12
Paranjape Springs,3 BHK,21867584,56547,1808,11739,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/3481258,3.1,3,104.12
Kolte Patil Springs,1 BHK,6964226,20130,608,11249,Kharadi,Pune,Housing.com,https://housing.com/buy/6642699,3.47,1,99.78
Lodha Lakeside,3 BHK,17404563,38254,1485,11835,Kharadi,Pune,Housing.com,https://housing.com/buy/4905347,2.64,1,104.98
Marvel Phase 3,1 BHK,6219442,19368,475,12634,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/5735663,3.74,1,112.06
Nyati Sapphire,2 BHK,12850850,27335,997,12649,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/697591,2.55,1,112.2
Nyati Luxuria,4 BHK,30468283,111370,2483,11884,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/3924829,4.39,1,105.41
Paranjape Paradise,4 BHK,40304334,137322,3200,12253,Kharadi,Pune,99acres,https://www.99acres.com/property/8163562,4.09,1,108.68
Pharande Boulevard,3 BHK,13151952,32794,1115,11664,Kharadi,Pune,99acres,https://www.99acres.com/property/9953160,2.99,1,103.46
Lodha City,4 BHK,22064065,49696,1875,12176,Kharadi,Pune,Housing.com,https://housing.com/buy/7221303,2.7,1,108.0
Pharande Exotica,2 BHK,7393753,20629,679,11387,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/3225196,3.35,1,101.0
Kumar Premia,2 BHK,10450557,29521,1006,10134,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/507429,3.39,1,89.89
Panchshil Vista,1 BHK,6602470,21375,597,10686,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/7531620,3.88,3,94.78
Panchshil Vista,1 BHK,6602470,21375,597,10686,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/5493951,3.88,3,94.78
Panchshil Vista,1 BHK,6602470,21375,597,10686,Kharadi,Pune,Housing.com,https://housing.com/buy/7138998,3.88,3,94.78
Godrej Towers,1 BHK,5379040,14132,463,12069,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/6978284,3.15,3,107.05
Godrej Towers,1 BHK,5379040,14132,463,12069,Kharadi,Pune,Housing.com,https://housing.com/buy/6957437,3.15,3,107.05
Godrej Towers,1 BHK,5379040,14132,463,12069,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/6931860,3.15,3,107.05
Marvel Phase 3,3 BHK,11883742,40556,1057,10880,Kharadi,Pune,99acres,https://www.99acres.com/property/8243226,4.1,1,96.51
VTP Grandeur,3 BHK,14268211,35704,1503,9923,Kharadi,Pune,99acres,https://www.99acres.com/property/3993518,3.0,1,88.02
Paranjape Vista,1 BHK,8505773,24789,650,12821,Kharadi,Pune,Housing.com,https://housing.com/buy/5977179,3.5,1,113.72
Godrej Phase 1,2 BHK,14665084,31342,1195,12632,Kharadi,Pune,99acres,https://www.99acres.com/property/5733935,2.56,1,112.05
Kumar Grandeur,4 BHK,28251674,86858,2449,11104,Kharadi,Pune,99acres,https://www.99acres.com/property/7821575,3.69,2,98.49
Kumar Grandeur,4 BHK,28251674,86858,2449,11104,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/7773423,3.69,2,98.49
Shapoorji Phase 3,4 BHK,30071575,93018,2561,12216,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/1004277,3.71,1,108.36
Rohan Haven,2 BHK,10327630,32339,1011,10631,Kharadi,Pune,Housing.com,https://housing.com/buy/6080271,3.76,2,94.3
Rohan Haven,2 BHK,10327630,32339,1011,10631,Kharadi,Pune,99acres,https://www.99acres.com/property/3892106,3.76,2,94.3
Paranjape Phase 3,3 BHK,20499033,73173,1865,10610,Kharadi,Pune,Housing.com,https://housing.com/buy/2505802,4.28,1,94.11
Paranjape Luxuria,1 BHK,5670684,15088,461,12312,Kharadi,Pune,Housing.com,https://housing.com/buy/9706968,3.19,2,109.21
Paranjape Luxuria,1 BHK,5670684,15088,461,12312,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/1247138,3.19,2,109.21
Paranjape Towers,3 BHK,11893524,42741,1281,9453,Kharadi,Pune,Housing.com,https://housing.com/buy/8282496,4.31,1,83.85
Kumar Habitat,1 BHK,5356511,17033,416,13000,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/952969,3.82,1,115.31
Kolte Patil Panorama,3 BHK,16315360,55231,1460,10761,Kharadi,Pune,Housing.com,https://housing.com/buy/6233470,4.06,1,95.45
Panchshil Enclave,3 BHK,22948515,83584,1860,12351,Kharadi,Pune,Housing.com,https://housing.com/buy/5804518,4.37,2,109.55
Panchshil Enclave,3 BHK,22948515,83584,1860,12351,Kharadi,Pune,99acres,https://www.99acres.com/property/5441994,4.37,2,109.55
Panchshil Sapphire,3 BHK,16257601,60876,1342,11601,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/5640273,4.49,1,102.9
Kumar Enclave,3 BHK,12035608,25817,1122,10614,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/9164510,2.57,1,94.15
Pristine Gardens,3 BHK,14457097,30457,1244,11748,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/1418517,2.53,1,104.2
VTP Meadows,2 BHK,14248207,51217,1168,11813,Kharadi,Pune,Housing.com,https://housing.com/buy/6119023,4.31,1,104.78
Kohinoor Haven,3 BHK,14086789,44607,1290,10589,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/658019,3.8,1,93.92
Kumar Bliss,1 BHK,6194428,19378,554,10774,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/5096801,3.75,1,95.57
Kohinoor Crown,4 BHK,20600369,73143,1967,10998,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/280262,4.26,1,97.55
Panchshil Megapolis,2 BHK,10178824,24778,950,11088,Kharadi,Pune,99acres,https://www.99acres.com/property/8165760,2.92,1,98.35
Kolte Patil Megapolis,2 BHK,11532896,37358,1090,10955,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/1201017,3.89,1,97.17
Shapoorji Regent,4 BHK,37940084,124208,3124,12062,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/9544020,3.93,3,106.99
Shapoorji Regent,4 BHK,37940084,124208,3124,12062,Kharadi,Pune,Housing.com,https://housing.com/buy/8542030,3.93,3,106.99
Shapoorji Regent,4 BHK,37940084,124208,3124,12062,Kharadi,Pune,99acres,https://www.99acres.com/property/619863,3.93,3,106.99
Marvel Pinnacle,3 BHK,11670183,40387,1037,10808,Kharadi,Pune,Housing.com,https://housing.com/buy/293168,4.15,1,95.87
Kohinoor Heights,2 BHK,11759854,30867,1010,11747,Kharadi,Pune,Housing.com,https://housing.com/buy/8051630,3.15,1,104.2
Marvel Regent,4 BHK,30022847,91357,2845,10478,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/3752787,3.65,1,92.94
Shapoorji Phase 1,4 BHK,26585790,95126,2417,10643,Kharadi,Pune,Housing.com,https://housing.com/buy/2677653,4.29,1,94.4
Kolte Patil Panorama,4 BHK,20450144,69084,1930,10112,Kharadi,Pune,Housing.com,https://housing.com/buy/3131371,4.05,2,89.69
Kolte Patil Panorama,4 BHK,20450144,69084,1930,10112,Kharadi,Pune,99acres,https://www.99acres.com/property/3355819,4.05,2,89.69
Kumar Premia,2 BHK,12759301,44948,1123,11601,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/7277173,4.23,3,102.9
Kumar Premia,2 BHK,12759301,44948,1123,11601,Kharadi,Pune,99acres,https://www.99acres.com/property/9291017,4.23,3,102.9
Kumar Premia,2 BHK,12759301,44948,1123,11601,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/8595000,4.23,3,102.9
VTP Megapolis,2 BHK,7720176,26264,739,10469,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/5934217,4.08,2,92.86
VTP Megapolis,2 BHK,7720176,26264,739,10469,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/2684084,4.08,2,92.86
VTP Serenity,2 BHK,8772400,24775,813,10847,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/5209524,3.39,1,96.21
Kumar Panorama,1 BHK,5679045,19317,498,10981,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/4347809,4.08,1,97.4
Kolte Patil Grandeur,2 BHK,12187546,27350,983,11811,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/5667549,2.69,1,104.76
Nyati Crown,2 BHK,8876166,28303,895,9684,Kharadi,Pune,99acres,https://www.99acres.com/property/2124388,3.83,1,85.9
Marvel Riviera,3 BHK,25096549,58056,1829,13283,Kharadi,Pune,Housing.com,https://housing.com/buy/6564156,2.78,1,117.82
Lodha Phase 3,4 BHK,21763533,73916,2202,9904,Kharadi,Pune,99acres,https://www.99acres.com/property/7787600,4.08,2,87.85
Lodha Phase 3,4 BHK,21763533,73916,2202,9904,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/951493,4.08,2,87.85
Kolte Patil Grandeur,2 BHK,9539159,21607,880,11243,Kharadi,Pune,Housing.com,https://housing.com/buy/9834731,2.72,2,99.73
Kolte Patil Grandeur,2 BHK,9539159,21607,880,11243,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/531578,2.72,2,99.73
Rohan Phase 3,1 BHK,4702946,17585,427,10965,Kharadi,Pune,99acres,https://www.99acres.com/property/5004150,4.49,1,97.26
Rohan Haven,2 BHK,14030097,44130,1156,12078,Kharadi,Pune,99acres,https://www.99acres.com/property/4555573,3.77,3,107.13
Rohan Haven,2 BHK,14030097,44130,1156,12078,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/9855217,3.77,3,107.13
Rohan Haven,2 BHK,14030097,44130,1156,12078,Kharadi,Pune,Housing.com,https://housing.com/buy/2683094,3.77,3,107.13
Marvel Greens,1 BHK,7343432,18858,610,11605,Kharadi,Pune,99acres,https://www.99acres.com/property/4263122,3.08,1,102.94
Kohinoor Lakeside,2 BHK,10301880,29963,777,12778,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/6161354,3.49,1,113.34
Shapoorji Phase 1,3 BHK,15362235,56937,1683,9532,Kharadi,Pune,Housing.com,https://housing.com/buy/5330734,4.45,1,84.55
Pristine Emerald,3 BHK,15115288,38739,1339,10845,Kharadi,Pune,Housing.com,https://housing.com/buy/5341606,3.08,2,96.19
Pristine Emerald,3 BHK,15115288,38739,1339,10845,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/1256428,3.08,2,96.19
Majestique Heights,4 BHK,37666986,127872,3236,11601,Kharadi,Pune,Housing.com,https://housing.com/buy/7607956,4.07,1,102.9
Kumar Phase 2,3 BHK,10986538,40123,1064,10462,Kharadi,Pune,Housing.com,https://housing.com/buy/1538683,4.38,1,92.8
Pharande Springs,3 BHK,15490168,49750,1488,10850,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/4601680,3.85,1,96.24
Paranjape Phase 2,2 BHK,9557017,35274,739,12327,Kharadi,Pune,99acres,https://www.99acres.com/property/5144032,4.43,1,109.34
Rohan Sapphire,1 BHK,7298027,21669,575,13345,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/6476948,3.56,1,118.37
Majestique Vista,3 BHK,22432599,66011,1900,11519,Kharadi,Pune,Housing.com,https://housing.com/buy/1988789,3.53,2,102.17
Majestique Vista,3 BHK,22432599,66011,1900,11519,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/3302099,3.53,2,102.17
Lodha Crown,3 BHK,23069779,59573,1868,12781,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/1954049,3.1,1,113.37
Rohan Haven,2 BHK,10978179,35150,949,11086,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/5515378,3.84,1,98.33
Nyati Meadows,3 BHK,20009907,45511,1602,12295,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/5660096,2.73,1,109.06
Rohan Heights,2 BHK,12930768,43672,1129,11241,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/7721577,4.05,1,99.71
Kumar Springs,4 BHK,21547488,52897,2026,10673,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/8943171,2.95,1,94.67
Nyati Phase 3,2 BHK,11591681,33375,1007,10978,Kharadi,Pune,99acres,https://www.99acres.com/property/8318862,3.46,1,97.37
Majestique Lakeside,3 BHK,19855528,56013,1668,11691,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/3900938,3.39,1,103.7
VTP Pinnacle,4 BHK,26252583,60915,2623,10374,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/7619015,2.78,2,92.02
VTP Pinnacle,4 BHK,26252583,60915,2623,10374,Kharadi,Pune,Housing.com,https://housing.com/buy/9645940,2.78,2,92.02
Rohan Springs,4 BHK,26306175,81394,2696,9641,Kharadi,Pune,99acres,https://www.99acres.com/property/5573528,3.71,1,85.52
Kolte Patil Phase 1,2 BHK,9134960,22842,873,10064,Kharadi,Pune,Housing.com,https://housing.com/buy/2122721,3.0,3,89.27
Kolte Patil Phase 1,2 BHK,9134960,22842,873,10064,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/951959,3.0,3,89.27
Kolte Patil Phase 1,2 BHK,9134960,22842,873,10064,Kharadi,Pune,99acres,https://www.99acres.com/property/8918920,3.0,3,89.27
Paranjape Phase 2,1 BHK,6602756,23743,601,10665,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/5642893,4.32,1,94.6
VTP Residency,3 BHK,19596474,59600,1592,12092,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/5088230,3.65,1,107.26
Shapoorji Skyline,3 BHK,16965776,63022,1619,10660,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/5714262,4.46,1,94.55
Kohinoor Skyline,4 BHK,30649125,100218,3134,9923,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/2609951,3.92,1,88.02
Kumar Gardens,1 BHK,6707181,22330,479,13426,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/6344842,4.0,1,119.09
Kumar Paradise,4 BHK,24657800,88652,2340,10354,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/871652,4.31,1,91.84
Marvel Nest,4 BHK,35443449,113715,2800,12144,Kharadi,Pune,Housing.com,https://housing.com/buy/1329170,3.85,1,107.72
Nyati Pinnacle,3 BHK,11794393,39987,1071,11266,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/7832561,4.07,1,99.93
Nyati Heights,2 BHK,11296910,32846,1161,10066,Kharadi,Pune,Housing.com,https://housing.com/buy/7971448,3.49,1,89.29
Paranjape Crown,3 BHK,19023483,42458,1482,12904,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/4321726,2.68,1,114.46
Marvel Meadows,3 BHK,16654791,39079,1406,11722,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/8261737,2.82,1,103.97
Nyati Lakeside,3 BHK,18221657,39165,1552,11737,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/4135510,2.58,2,104.11
Nyati Lakeside,3 BHK,18221657,39165,1552,11737,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/7898528,2.58,2,104.11
Kolte Patil Sapphire,1 BHK,6215113,15043,627,10146,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/8850126,2.9,1,89.99
Kumar Panorama,2 BHK,12567621,30987,1198,10495,Kharadi,Pune,Housing.com,https://housing.com/buy/8978728,2.96,1,93.09
Pristine Vista,4 BHK,23659155,61333,2257,10510,Kharadi,Pune,99acres,https://www.99acres.com/property/8435157,3.11,2,93.22
Pristine Vista,4 BHK,23659155,61333,2257,10510,Kharadi,Pune,Housing.com,https://housing.com/buy/4861944,3.11,2,93.22
VTP Phase 2,2 BHK,14107615,35130,1190,11743,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/1835934,2.99,1,104.16
Lodha Palava,3 BHK,17019365,53241,1492,11273,Kharadi,Pune,Housing.com,https://housing.com/buy/5070868,3.75,1,99.99
Kohinoor Boulevard,1 BHK,5710869,19542,565,10579,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/8150683,4.11,1,93.84
Pharande Skyline,1 BHK,6772594,23055,572,11882,Kharadi,Pune,Housing.com,https://housing.com/buy/8423769,4.08,1,105.39
Panchshil Vista,1 BHK,6134761,12833,548,11088,Kharadi,Pune,Housing.com,https://housing.com/buy/1134605,2.51,1,98.35
Nyati Greens,4 BHK,32212345,91955,2871,11159,Kharadi,Pune,99acres,https://www.99acres.com/property/8863436,3.43,1,98.98
Marvel Haven,3 BHK,18734993,44288,1644,11225,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/8643607,2.84,1,99.57
Nyati Nest,3 BHK,15164138,51052,1261,11508,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/5221352,4.04,1,102.08
Kolte Patil Emerald,3 BHK,14063362,50776,1375,9756,Kharadi,Pune,Housing.com,https://housing.com/buy/3494787,4.33,2,86.54
Kolte Patil Emerald,3 BHK,14063362,50776,1375,9756,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/985847,4.33,2,86.54
VTP Habitat,2 BHK,8271388,21235,662,12472,Kharadi,Pune,Housing.com,https://housing.com/buy/9103035,3.08,3,110.63
VTP Habitat,2 BHK,8271388,21235,662,12472,Kharadi,Pune,MagicBricks,https://www.magicbricks.com/property/4434658,3.08,3,110.63
VTP Habitat,2 BHK,8271388,21235,662,12472,Kharadi,Pune,99acres,https://www.99acres.com/property/5821286,3.08,3,110.63
Kohinoor Skyline,1 BHK,6027800,17540,473,12851,Kharadi,Pune,Housing.com,https://housing.com/buy/7982102,3.49,1,113.99
Nyati Heights,1 BHK,5101550,19108,440,11264,Kharadi,Pune,Housing.com,https://housing.com/buy/4324894,4.49,1,99.91
Godrej Serenity,2 BHK,11063614,27245,926,11657,Kharadi,Pune,NoBroker,https://www.nobroker.in/property/1532846,2.96,2,103.4
Godrej Serenity,2 BHK,11063614,27245,926,11657,Kharadi,Pune,Housing.com,https://housing.com/buy/1657011,2.96,2,103.4
Marvel City,2 BHK,13376396,45277,1097,11713,Kharadi,Pune,99acres,https://www.99acres.com/property/3680578,4.06,1,103.89
Kohinoor Towers,3 BHK,23051129,56922,1859,12109,Kharadi,Pune,99acres,https://www.99acres.com/property/1547940,2.96,1,107.41
